"","...1","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"986",986,"19",36156284,36156455,172,"*",3,8.91769956702871e-51,0.00036036808154157,2.35332774164115e-05,4.78011249138785e-05,-0.343562264190565,-0.106886622731465,NA
"987",987,"10",102820768,102820868,101,"*",3,8.94101821704923e-24,2.77821699960228e-05,0.00071222411720298,4.84860879272156e-05,0.215260276424201,0.106519676335097,NA
"988",988,"19",33764284,33764550,267,"*",4,3.32968391982344e-84,0.0028109529246053,3.4268762210201e-06,4.86638740475198e-05,-0.249123455441536,-0.154481116604957,NA
"989",989,"10",72043538,72044060,523,"*",4,5.91912971004081e-44,0.00100380869949039,8.67046159875587e-05,4.87112376799981e-05,-0.220697887451585,-0.136691091874784,NA
"990",990,"16",20911578,20911997,420,"*",5,5.67628678369784e-25,0.00051603585334808,0.00079686627402398,4.89595843835828e-05,-0.24490294107041,-0.114464324085399,"LYRM1, ERI2, DCUN1D3"
"991",991,"15",89959657,89960644,988,"*",9,3.02936263198865e-54,0.00475129310163072,7.8371147895538e-05,4.91363169185505e-05,-0.325150912916641,-0.104414749707137,NA
"992",992,"11",114548759,114549291,533,"*",3,8.53741685662007e-25,0.00039566809425266,0.00026892925298571,5.07255055845844e-05,-0.270251844336655,-0.195290731127656,"NXPE2"
"993",993,"17",14203652,14204593,942,"*",10,1.45006826969914e-28,0.00132085386301847,0.00096454163732008,5.24930516528992e-05,-0.243615125946591,-0.101682480425749,"HS3ST3B1"
"994",994,"17",73911036,73911257,222,"*",3,3.70694471096393e-23,7.9195736121874e-05,0.00039261940745716,5.25210251906805e-05,0.410706209029432,0.119105172523746,"RP11-552F3.12, FBF1"
"995",995,"4",788826,789505,680,"*",3,4.62637537019561e-35,0.00026909997602928,0.00013952981379104,5.28872604731494e-05,0.398921200314923,0.143078733779414,"CPLX1"
"996",996,"19",7267438,7268027,590,"*",4,3.31122805206063e-22,0.00029631512055236,0.00069876415353296,5.4620456359382e-05,0.469125406291754,0.173691753666948,"INSR"
"997",997,"2",20063304,20063461,158,"*",3,2.61909970877965e-28,0.00165947266011828,0.00015813272695856,5.46545581157692e-05,0.301381075384298,0.119958355057114,NA
"998",998,"8",22500401,22501100,700,"*",4,3.42525122190267e-22,0.00177304978868978,0.00044555579734049,5.49093244414298e-05,-0.261469934683565,-0.101519089553279,"BIN3"
"999",999,"19",56186883,56187810,928,"*",3,6.63553254759166e-22,0.0001266356908941,0.00154248059252397,5.58561271231558e-05,-0.340557214932665,-0.183141363543019,"EPN1"
"1000",1000,"7",23513039,23513589,551,"*",5,6.76432889249845e-27,0.00555959992083666,0.00067884969054491,5.61148314813258e-05,-0.218451843776692,-0.113914253304922,NA
"1001",1001,"9",138660498,138660693,196,"*",3,2.86670859380047e-22,0.00496749107326166,0.00087791180144102,5.61354408851471e-05,-0.253100303331478,-0.133849605748471,"KCNT1"
"1002",1002,"7",100845606,100845801,196,"*",3,1.9945393655241e-28,0.00056912618371773,0.00021798672855374,5.63242615914949e-05,-0.267594749982666,-0.160641166050693,"DGAT2L7P"
"1003",1003,"22",38506589,38506781,193,"*",6,3.53004591735386e-28,0.00109185698518487,0.00053759229749318,5.67694941029083e-05,-0.371422340542605,-0.114715113166914,"BAIAP2L2"
"1004",1004,"16",67048397,67048678,282,"*",3,1.40182950666677e-27,0.00183241422591019,0.00029933276492331,5.6851492832256e-05,-0.349950142026803,-0.154131999122986,NA
"1005",1005,"9",5436224,5437593,1370,"*",3,8.39987864114481e-99,0.0185334184602092,4.7336149674358e-06,5.7353721325692e-05,-0.199122574188235,-0.103368868308252,"PLGRKT"
"1006",1006,"17",76801065,76801775,711,"*",5,2.9540493005674e-39,0.00338465460006243,0.00022370245031641,5.83553798119016e-05,-0.196445037580501,-0.103227656997004,"USP36"
"1007",1007,"19",572309,572359,51,"*",3,2.48678205195039e-23,2.05961711182181e-05,0.0043163606652991,5.97994824157202e-05,0.42657897335248,0.110580207836999,"BSG"
"1008",1008,"17",45924888,45925478,591,"*",3,4.18424251121613e-24,6.74824429322214e-05,0.00076028194505829,6.03609487365527e-05,-0.260063572639357,-0.128263546762568,"SP6"
"1009",1009,"14",102414004,102414546,543,"*",3,2.49007486461812e-25,0.00625086832449826,0.00086124472075049,6.03820850123233e-05,-0.251572758000886,-0.102306087394485,NA
"1010",1010,"11",66619887,66620018,132,"*",3,4.0981746525043e-29,0.00011347835864729,0.00012284900815254,6.0450602851283e-05,-0.45697194587219,-0.166101148014726,"PC"
"1011",1011,"6",1446388,1446471,84,"*",3,8.35825945839613e-24,0.00016234199313439,0.00023998665747489,6.08468622288556e-05,0.392631261706008,0.120013611394662,NA
"1012",1012,"12",12419921,12420135,215,"*",4,3.99598866186073e-21,0.00011337652814374,0.00106739381794417,6.17780873805461e-05,-0.380089915159843,-0.145810484289243,"LRP6"
"1013",1013,"6",152125861,152126441,581,"*",7,3.08519076858594e-26,0.00020688110204646,0.00116151089133421,6.18301640259124e-05,-0.29639130094429,-0.121212372294203,"ESR1"
"1014",1014,"12",133287306,133287786,481,"*",4,7.45201318853955e-28,0.00011584897063591,0.00038020668603498,6.22217015300755e-05,-0.199700061128467,-0.149817154948147,"PXMP2, RP13-672B3.2, PGAM5"
"1015",1015,"4",8477562,8478146,585,"*",4,0,5.23562720489869e-05,0.00203815063612149,6.27305263152155e-05,-0.191745499038447,-0.108553309462547,"TRMT44"
"1016",1016,"4",81189706,81189927,222,"*",3,7.09465322169312e-33,0.00029026294288236,9.13482835721469e-05,6.29505412306222e-05,-0.308701868412697,-0.119194605804826,"FGF5"
"1017",1017,"9",1042605,1042970,366,"*",4,2.18628637813669e-25,0.00013182901708922,0.00040386181613411,6.36855443387761e-05,-0.289673149653379,-0.103194119713271,NA
"1018",1018,"16",87733470,87733726,257,"*",4,1.52169296325908e-22,0.00464542618669602,0.0007660009288171,6.38553056965129e-05,-0.364181245021286,-0.15128589978202,"KLHDC4, FLJ00104"
"1019",1019,"15",102029706,102030215,510,"*",3,7.9442979470032e-64,0.00197843137739512,1.28553676231678e-05,6.57593829696214e-05,-0.504523219969742,-0.187532208490382,"PCSK6"
"1020",1020,"17",3500274,3500417,144,"*",6,3.82270829185934e-22,0.00344360265551087,0.00104368824632319,6.62731900534222e-05,-0.291367810400949,-0.106564911117916,"TRPV1, SHPK"
"1021",1021,"11",68919873,68920095,223,"*",3,2.02232554732848e-22,0.00013144603513459,0.00161795625776261,6.64657578041441e-05,-0.399306258275751,-0.12583987627358,"RP11-554A11.8"
"1022",1022,"5",153852690,153853798,1109,"*",9,3.09497746672254e-40,0.00014203666540714,0.00027398570544704,6.70969828756237e-05,-0.200791559306258,-0.122812580902172,NA
"1023",1023,"19",38956783,38957016,234,"*",3,2.00330657598982e-41,0.00038634692965412,3.95709511659034e-05,6.78592599139515e-05,-0.302841138734359,-0.107059005402784,"RYR1"
"1024",1024,"12",122497302,122498111,810,"*",3,1.00807125104323e-32,0.000309694690054,0.00013542374127703,6.80467204992848e-05,-0.161537298002577,-0.103221169864693,"BCL7A"
"1025",1025,"5",91988,92385,398,"*",5,2.37459916984999e-73,0.0641794226015936,1.10156483962905e-05,6.82946423701023e-05,-0.374519881187736,-0.112564854707385,"CTD-2231H16.1"
"1026",1026,"12",109250438,109250988,551,"*",5,8.69722534935831e-30,0.00127332931289311,0.00049075483012547,6.87627233523496e-05,-0.495740774113764,-0.135731964092898,"SSH1"
"1027",1027,"6",35748676,35748837,162,"*",3,9.69995062230844e-24,9.35635634503849e-05,0.00028305957252432,6.92935490280957e-05,-0.180731964891333,-0.111195975321655,"CLPSL1"
"1028",1028,"9",130955135,130955436,302,"*",3,1.19254582670962e-20,0.0021342570044459,0.00065914580542265,6.98045698609506e-05,0.373255127910212,0.116852073719228,"CIZ1"
"1029",1029,"10",134739658,134740495,838,"*",4,4.54240388956248e-30,0.00043913819897173,0.00044613854063484,7.00949173649092e-05,0.458500131998246,0.103701950976413,"TTC40"
"1030",1030,"1",16544088,16544220,133,"*",3,2.07137723442143e-21,6.55566544616582e-05,0.00116971596993855,7.03388491464333e-05,-0.227453045681261,-0.129130834775975,"ANO7P1"
"1031",1031,"9",35162151,35162499,349,"*",3,5.6801373964209e-27,0.00018123260175914,0.0002181086550593,7.07877235510593e-05,-0.204594968001057,-0.150732262378883,"UNC13B"
"1032",1032,"19",33878798,33878938,141,"*",3,9.49385199716398e-22,6.68477364170749e-05,0.00037621824026282,7.08063600732789e-05,0.262421015811475,0.144210781018511,"PEPD"
"1033",1033,"13",100547192,100547785,594,"*",6,1.15147105777224e-28,0.00078085441001781,0.00085744700090867,7.10233347671234e-05,-0.316919550855819,-0.10944534345333,"CLYBL"
"1034",1034,"11",2417221,2418157,937,"*",6,5.80307908991644e-64,0.00499908301220291,2.70116920374934e-05,7.14596584565264e-05,-0.33321690846634,-0.137731985859938,"CD81"
"1035",1035,"5",140053460,140054320,861,"*",4,1.04277769862477e-23,0.0005131484454638,0.00084077601170888,7.21473230325517e-05,-0.169132898499487,-0.101101804514804,"WDR55, HARS"
"1036",1036,"12",132423637,132423726,90,"*",3,5.63688341860771e-47,0.00271423701846897,2.19988174193171e-05,7.33029914522169e-05,-0.310901424059434,-0.187845997086531,"PUS1"
"1037",1037,"13",103054743,103054860,118,"*",4,4.70057144032947e-28,0.00012750510010779,0.00032182253419611,7.33338497651901e-05,0.326111988141962,0.122873125455099,"RP11-811P12.3"
"1038",1038,"14",76734327,76734605,279,"*",5,2.51141836606441e-26,0.00063774561520977,0.00037596462916396,7.45665896876315e-05,-0.550911590093681,-0.102227621823095,NA
"1039",1039,"14",74892541,74892744,204,"*",3,4.1345613957004e-23,0.00064147204521066,0.0009952241489457,7.50185445077183e-05,-0.281127292828308,-0.10416982998296,"SYNDIG1L"
"1040",1040,"2",99193553,99193602,50,"*",3,2.53605185911883e-21,0.00789981169134185,0.0011202143222601,7.6255926355926e-05,0.372429480432514,0.106974059977892,"INPP4A"
"1041",1041,"21",46492634,46494133,1500,"*",6,1.00317823930136e-58,0.0057881850571255,4.12375248173582e-05,7.70878271225183e-05,0.37683527415669,0.101065913914434,"ADARB1, SSR4P1, AP001579.1"
"1042",1042,"19",4539943,4540333,391,"*",4,1.1740542753874e-23,0.00050495001069804,0.00045668775658182,7.76239006615803e-05,-0.274408874096996,-0.146891321684631,"CTB-50L17.14, LRG1"
"1043",1043,"6",168867541,168867685,145,"*",3,1.66645854066961e-21,0.00021960840091719,0.00033525868872138,7.78676444416538e-05,-0.279878639878477,-0.129877148076283,"SMOC2"
"1044",1044,"11",73668757,73669290,534,"*",3,5.75640112996024e-85,0.00792682700483955,5.88223974841759e-06,7.81704498869131e-05,-0.356759462667194,-0.107902744994902,"DNAJB13"
"1045",1045,"1",181002669,181003203,535,"*",4,1.00813527259629e-27,0.0323294855323284,0.00054937180533095,7.91180602916775e-05,-0.457695515361799,-0.187992822569683,"MR1"
"1046",1046,"19",18716499,18718675,2177,"*",11,4.19209673367403e-77,0.00350526374554038,2.39233064254487e-05,8.01378057380093e-05,-0.260472456797878,-0.103704023402655,"TMEM59L, CRLF1"
"1047",1047,"13",84453665,84454495,831,"*",4,1.27294734926081e-37,0.00014451763431745,0.00022018852283178,8.15841501692748e-05,0.359863299856896,0.109821175185185,"SLITRK1"
"1048",1048,"14",105802918,105803388,471,"*",3,1.27516998557847e-21,8.72944803902618e-05,0.00244753418022788,8.27132868896413e-05,-0.287065219971513,-0.120802846119168,"PACS2"
"1049",1049,"2",102486181,102486378,198,"*",3,1.67675746649898e-28,0.00025632354952939,0.00013339336280445,8.31432138630184e-05,-0.326989734580556,-0.156197136124302,"MAP4K4"
"1050",1050,"15",91445564,91445801,238,"*",3,2.63047221512497e-37,0.0002794335702885,9.33144158692732e-05,8.31658645167435e-05,-0.126554109454919,-0.108017127716208,"MAN2A2"
"1051",1051,"1",192604413,192605253,841,"*",3,4.39452169447568e-27,0.000172233337145,0.00028644791649576,8.41148637873297e-05,0.470832654408623,0.138391696074478,NA
"1052",1052,"19",2294887,2295092,206,"*",3,1.66769116022733e-23,0.00014431322429799,0.00029398481755586,8.45600964814495e-05,0.321591350256523,0.118648527301802,"LINGO3"
"1053",1053,"5",1097374,1097794,421,"*",3,9.45336159470165e-32,0.00023778765401029,0.00011438535506583,8.48902426513109e-05,-0.262025430175343,-0.132952300942176,"SLC12A7"
"1054",1054,"16",84495385,84495490,106,"*",3,1.93796210255034e-30,0.0002682827958421,9.93383784324935e-05,8.646581533243e-05,-0.411966776748841,-0.156232140467604,"ATP2C2, RP11-517C16.2"
"1055",1055,"9",2015788,2016340,553,"*",4,3.18814662822433e-22,0.00013258656214516,0.00060386998478941,8.86520200704163e-05,-0.351571896890962,-0.101456925742545,"SMARCA2"
"1056",1056,"12",115123251,115123875,625,"*",3,5.23028404753764e-22,0.00316381563266547,0.00065986757144403,8.8943967895261e-05,-0.30301632801728,-0.150206858940188,NA
"1057",1057,"12",113902673,113902885,213,"*",3,1.40880948997559e-22,0.00012405998159239,0.00068009724245111,9.00824277337039e-05,0.223417990357401,0.129181304405422,"LHX5"
"1058",1058,"19",48113110,48113764,655,"*",3,6.70409437826357e-71,0.013853876858647,7.81344642718864e-06,9.11044157553641e-05,-0.343006304504115,-0.148782545085544,"CTD-2571L23.8, GLTSCR1"
"1059",1059,"10",102289786,102290114,329,"*",4,1.49932205327696e-25,0.00025712490416858,0.00075899430301442,9.18099157006624e-05,-0.297007575292513,-0.112425018997161,"HIF1AN"
"1060",1060,"19",18234076,18235489,1414,"*",5,1.81925784626277e-68,0.00199237763364921,1.47459438889317e-05,9.27914953552901e-05,-0.397412079781934,-0.113077877373051,"MAST3"
"1061",1061,"18",25757438,25758159,722,"*",4,1.94850966105307e-30,0.00021147406259904,0.00026926905234526,9.36003959900625e-05,-0.344615989874333,-0.119811239701749,NA
"1062",1062,"11",1217166,1217528,363,"*",3,2.45051748742171e-43,0.00084588647966617,5.52298763121423e-05,9.58920577138923e-05,-0.200155961570246,-0.145189968745744,"MUC5AC"
"1063",1063,"7",100425075,100425827,753,"*",8,4.52432030022533e-32,0.00120139958054308,0.00091262571619896,9.6860276824056e-05,-0.564155374579818,-0.128381106920203,"SLC12A9, EPHB4"
"1064",1064,"11",9684886,9685562,677,"*",7,8.90242619658982e-25,0.00056201482767984,0.00125137788998546,9.89181366288677e-05,-0.244766186692319,-0.114593714365073,NA
"1065",1065,"13",112815866,112815961,96,"*",3,2.13531987400496e-29,0.00014315721494608,0.001133019691103,0.00010182060122526,0.277674680207659,0.168193471392672,NA
"1066",1066,"12",54343506,54343835,330,"*",5,6.4000348274396e-29,0.00048569494513787,0.00025419691784264,0.00010473101829228,0.361405429050166,0.110321752756216,NA
"1067",1067,"5",43483764,43484725,962,"*",10,9.74705904876099e-26,0.00910507441898688,0.0025010049997347,0.00010643510969177,-0.306064391577114,-0.106367292897065,"RP11-159F24.3, C5orf28"
"1068",1068,"5",159656366,159656660,295,"*",3,1.0847430304472e-24,0.00018588705787849,0.00037783813296072,0.00010674044376739,-0.231714950336837,-0.109242905374742,"FABP6"
"1069",1069,"19",7813422,7813963,542,"*",3,1.42222990589419e-34,0.00042494353023117,8.42485179567157e-05,0.00010764813662278,-0.204049021172394,-0.182823146540595,NA
"1070",1070,"7",156754734,156755178,445,"*",4,9.73843818627759e-35,0.00303932512152512,0.00021310996137325,0.00011101273799058,-0.41965472869132,-0.131459468482759,"NOM1"
"1071",1071,"12",94070475,94070836,362,"*",3,1.69847884421191e-27,0.00015034807911387,0.00029031570292754,0.00011190144976615,-0.199328713699389,-0.103043787303126,NA
"1072",1072,"7",73498314,73498778,465,"*",3,2.6854490585195e-29,0.00014460185416256,0.00043724372734253,0.00011226347047913,0.333944514901354,0.111458785498988,"LIMK1"
"1073",1073,"15",101728611,101728653,43,"*",3,6.43182670037049e-24,0.00015368548163039,0.00037385581361925,0.00011246204950006,-0.288174953094157,-0.142652619953548,"CHSY1"
"1074",1074,"19",51338987,51339488,502,"*",4,2.53035981436159e-25,0.0045148046715823,0.00038139007626745,0.00011344675710719,0.505779988799471,0.102236694898782,"AC011523.2, KLK15"
"1075",1075,"17",48242070,48242743,674,"*",3,3.49329738874113e-58,0.00149193984764567,2.96974322853248e-05,0.00011367351004515,-0.321967267148218,-0.160249972562744,"SGCA, RP11-893F2.14"
"1076",1076,"12",109747000,109748043,1044,"*",7,1.18588074629148e-35,0.00114448110225667,0.0002133742604679,0.00011593436640683,-0.304253971108527,-0.157846671086923,"FOXN4"
"1077",1077,"10",51566202,51566824,623,"*",3,6.71954447390233e-75,0.00654284192480695,1.22296646780686e-05,0.00011758704810896,-0.191886166394067,-0.144363534766014,"NCOA4"
"1078",1078,"12",130529514,130530121,608,"*",6,4.36202813639256e-24,0.0007577207003805,0.00062481407607217,0.00011897366932938,-0.480659776759592,-0.179877551961049,"RP11-474D1.3"
"1079",1079,"6",169286588,169287287,700,"*",3,1.6255530951975e-22,9.92637241779219e-05,0.0011893476727948,0.00011923430759504,0.483589420247044,0.224450476281464,NA
"1080",1080,"7",30951272,30951801,530,"*",11,7.88257103660659e-25,0.00130681998642817,0.00191037450490829,0.00012088757491834,-0.429058805832402,-0.106124019718586,"AQP1, AQP1"
"1081",1081,"19",372718,373432,715,"*",3,1.07419526410391e-59,0.00268069560455519,2.29829715774479e-05,0.00012120021949533,-0.236373952006665,-0.132866496159373,"THEG"
"1082",1082,"22",37962569,37962818,250,"*",3,3.15139402155812e-26,0.00032165196918428,0.00023112954416671,0.0001213170668618,0.430245276861437,0.145759561056713,"CDC42EP1"
"1083",1083,"10",15210549,15210836,288,"*",4,6.14312592385888e-25,0.0003171755895754,0.00041868008187432,0.00012421483078939,-0.183199099898642,-0.103102048444028,"NMT2"
"1084",1084,"6",4905296,4905378,83,"*",3,3.38828779740744e-30,0.00060159103026928,9.86147046831251e-05,0.0001270569090091,-0.24206591518378,-0.109649269803963,"CDYL"
"1085",1085,"19",45567180,45567904,725,"*",3,2.38534418155671e-36,0.00056146693792396,8.37676664897026e-05,0.00012769112479946,-0.160969214506924,-0.119564370066246,"CLASRP"
"1086",1086,"7",31375861,31376488,628,"*",4,9.35024322513044e-38,0.00048409226927737,9.56692604741506e-05,0.00012898265127896,0.398965236707581,0.145123234061943,NA
"1087",1087,"20",45279830,45280414,585,"*",7,3.98905310160389e-31,0.00028055770625709,0.0003884449604886,0.00013278678109359,-0.304616996311525,-0.136903111593311,"SLC13A3"
"1088",1088,"6",166268631,166268976,346,"*",3,9.15442705353772e-34,0.00041112809495663,0.00012716098169473,0.00013649865279555,0.216437839950531,0.133928847839423,"PDE10A"
"1089",1089,"16",3072713,3073191,479,"*",3,8.73928095070762e-26,0.00031100563784954,0.00085692770681338,0.00013879866810846,-0.342417293380364,-0.10370432025794,"HCFC1R1"
"1090",1090,"12",860480,860787,308,"*",3,6.20356780997957e-38,0.00215085329771386,7.40398320622356e-05,0.00013952400058153,-0.240266528610285,-0.147281906814774,NA
"1091",1091,"10",43047134,43047371,238,"*",3,2.07528107058154e-30,0.0011764210382786,0.00017367914999873,0.00014063343251452,-0.358269838329422,-0.184706331666825,"ZNF37BP"
"1092",1092,"19",58816350,58816722,373,"*",4,1.79984723744206e-31,0.00316389865281355,0.00013856332211366,0.00014096828218892,-0.249979444824084,-0.136189746513582,"AC010642.1, ERVK3-1"
"1093",1093,"1",4068470,4068541,72,"*",3,7.33419847675761e-54,0.0206759067302133,1.25138286090424e-05,0.00014175188813354,0.391426451945207,0.118906448138734,NA
"1094",1094,"9",139906061,139906382,322,"*",3,2.73012281954407e-24,0.00028203255502807,0.00046082269238209,0.00014278145577515,-0.235500899058987,-0.132870670274902,"ABCA2"
"1095",1095,"19",4652104,4652549,446,"*",4,1.73048022983547e-43,0.00092695503405777,5.03036415171667e-05,0.00014447824324846,-0.392221114508025,-0.145156236443064,"TNFAIP8L1, C19orf10"
"1096",1096,"5",1666551,1667258,708,"*",4,1.18063790518698e-27,0.00039701944737846,0.00034457604107826,0.00014498367481472,-0.294886444651063,-0.124618777260083,NA
"1097",1097,"7",91875786,91876374,589,"*",4,3.42165788502533e-49,0.00092459339639267,8.90398751091676e-05,0.00014699189334029,-0.346989364337651,-0.142734750047682,"ANKIB1"
"1098",1098,"1",21766405,21766849,445,"*",4,3.90186492650109e-34,0.00057728654936929,9.87560893597526e-05,0.00015059742770459,0.561272518969169,0.129897863231146,"NBPF3"
"1099",1099,"7",807608,808081,474,"*",3,3.04918560960867e-22,0.00038621277389036,0.00044682527585254,0.00015071247104246,0.378365788239364,0.129361110294783,"HEATR2"
"1100",1100,"18",12307329,12307649,321,"*",3,3.5134426311553e-24,0.00032596636038947,0.00029144722196498,0.00015116671195001,-0.198328179595869,-0.121803601988067,NA
"1101",1101,"12",110172208,110172346,139,"*",3,1.96255982877006e-40,0.0029447549776283,3.85358683288286e-05,0.00015129051252513,-0.335464806702385,-0.120287362554541,"FAM222A, FAM222A-AS1"
"1102",1102,"19",5694383,5694835,453,"*",4,9.85307099600373e-22,0.00079603787211893,0.00050478374113507,0.00015207180357353,-0.193285777557713,-0.10138466081061,"LONP1"
"1103",1103,"7",4681478,4682116,639,"*",3,4.92830289788406e-52,0.00683962349658801,2.12848097352012e-05,0.00016611783929343,-0.221411241689356,-0.121458231066971,NA
"1104",1104,"12",12510155,12510412,258,"*",3,6.9415502332783e-23,0.00018604002995788,0.0013380055562065,0.00017439329677497,0.413207487657138,0.125419742577724,"LOH12CR1"
"1105",1105,"16",86588418,86589512,1095,"*",13,2.98316454608453e-33,0.00726442797178675,0.00095767296943952,0.00017693894481088,-0.274169901382976,-0.103278628251707,"MTHFSD"
"1106",1106,"4",8006893,8007156,264,"*",3,2.49120159945632e-32,0.00094880419529986,9.64333236732854e-05,0.00017844310825767,-0.351312368569512,-0.132529703370478,"ABLIM2, MIR95"
"1107",1107,"12",7079476,7079722,247,"*",3,1.6854138356744e-25,0.00107390656520023,0.00056725870515112,0.00017990954417563,0.420791555680929,0.136040165793153,"EMG1, PHB2"
"1108",1108,"6",158980977,158981615,639,"*",4,2.30791587224181e-26,0.00857838319846289,0.00057792797419179,0.00018047321456014,-0.250594450046413,-0.122359748059833,"TMEM181"
"1109",1109,"6",168453959,168454303,345,"*",3,1.38582513677952e-32,0.0007702361371042,0.0001935608773811,0.00018251513089849,-0.184184549907525,-0.124390654574858,NA
"1110",1110,"5",111754862,111755432,571,"*",5,3.52804674740678e-22,0.00029659777606738,0.00119551015806842,0.00018398313243476,-0.359906185267012,-0.116881702444539,"EPB41L4A-AS2, EPB41L4A"
"1111",1111,"6",158093883,158094449,567,"*",5,3.53166198987864e-25,0.0163293968399535,0.00086199391038471,0.00018527550269337,-0.331024828539937,-0.117346853410587,"ZDHHC14"
"1112",1112,"7",141463294,141464291,998,"*",4,4.48237882575858e-39,0.00107269781032437,0.00012635522392007,0.00018546898143932,-0.557187930950418,-0.101216285764507,"SSBP1, TAS2R3"
"1113",1113,"8",134203235,134203841,607,"*",6,3.32867578615185e-102,0.00477552578515867,7.93104398155866e-06,0.00018752949748865,-0.422547366248663,-0.103189701327127,"WISP1"
"1114",1114,"6",31673800,31673939,140,"*",5,1.89805280104684e-24,0.00430220740050144,0.00052233054379051,0.00019036528293389,-0.177231808117758,-0.101689067885316,"XXbac-BPG32J3.20"
"1115",1115,"10",133769891,133769964,74,"*",3,1.50068313813126e-23,0.00049608055607464,0.00028923111956714,0.00019071743392693,0.317629533897893,0.102795019071692,"PPP2R2D"
"1116",1116,"12",4757717,4758496,780,"*",9,1.6945037242328e-30,0.00546683091694754,0.00064130155646033,0.00019093695510156,-0.433555417585339,-0.109952618547788,"RP11-500M8.7, NDUFA9, AKAP3"
"1117",1117,"17",61044018,61044407,390,"*",3,9.31680865509952e-40,0.0013152220160014,7.32716214659293e-05,0.00019649482666271,-0.229705529111766,-0.135725833268124,"RP11-180P8.1, RP11-180P8.3"
"1118",1118,"9",99800310,99801121,812,"*",3,8.12838631984683e-72,0.0108976021511703,1.86319693324594e-05,0.00020520851003488,-0.224406415378892,-0.114258016107811,"CTSV"
"1119",1119,"17",47652515,47653018,504,"*",3,1.06764707107195e-25,0.00805590340180756,0.00047466457427603,0.00020583394228987,-0.250263487582881,-0.108290597327027,"RP5-1029K10.4"
"1120",1120,"17",67322525,67323284,760,"*",6,2.02687444267897e-25,0.00091723063835077,0.00101740241271059,0.00020673257208982,-0.209229925457239,-0.108864297375003,"ABCA5"
"1121",1121,"12",125626642,125626809,168,"*",3,1.37372588948358e-48,0.00098532054389346,0.00023880841730334,0.00020887386793348,0.371912227307555,0.100333498342114,"AACS"
"1122",1122,"10",14050305,14050521,217,"*",4,4.33229564198909e-22,0.00046903227721026,0.000422221653585,0.00021049726586222,-0.189021580489265,-0.106141956822577,"FRMD4A"
"1123",1123,"6",112667980,112668571,592,"*",6,9.67369601142732e-77,0.00246740347038877,1.68349519406401e-05,0.00021052349811965,-0.535377439340293,-0.124051815779041,"RP11-506B6.6, RFPL4B"
"1124",1124,"17",10421365,10422077,713,"*",4,8.33336642259536e-49,0.0031473060699806,3.72447796849845e-05,0.00022291319135897,-0.475168537352804,-0.198533380110827,"RP11-799N11.1, CTC-297N7.11, MYH1"
"1125",1125,"5",131561058,131561363,306,"*",3,8.0983883930916e-42,0.0156446825437264,3.77914146958105e-05,0.00022585624975485,-0.13364827037489,-0.102367701537641,"P4HA2"
"1126",1126,"17",46970223,46970705,483,"*",5,2.86203266367184e-27,0.00071801676312164,0.00058825933672197,0.00022686309040221,-0.442117152729553,-0.114142647161658,"ATP5G1, SUMO2P17"
"1127",1127,"2",11300549,11300785,237,"*",3,1.22658041214717e-36,0.00273002983577103,7.67289773281005e-05,0.00023314749036682,-0.295248748122533,-0.100201791122617,"PQLC3"
"1128",1128,"15",65369801,65370348,548,"*",3,3.00618467210387e-23,0.00318133218307358,0.00057360034945693,0.00024318163706384,-0.272022017430059,-0.135946710425426,"KBTBD13"
"1129",1129,"14",94172979,94173261,283,"*",3,3.15453146014916e-27,0.00098576894541525,0.00014155807753506,0.00024863065475321,-0.350789918201244,-0.102763953100922,"UNC79"
"1130",1130,"12",130819504,130819699,196,"*",3,6.32176098309881e-23,0.00060534648325537,0.00026966724308609,0.00025360184332062,-0.228479675864919,-0.104868605212767,NA
"1131",1131,"12",33592642,33593177,536,"*",4,1.61226955241449e-25,0.00097854132120585,0.00035756330788669,0.00025722402689902,-0.335884942803848,-0.114648480284263,"SYT10"
"1132",1132,"7",45038946,45039357,412,"*",5,8.14642369254619e-26,0.00154145882284852,0.00052763553336705,0.00025986428931382,0.395677123513434,0.153198147097797,"CCM2"
"1133",1133,"17",79393463,79393718,256,"*",5,2.49502527523266e-28,0.00686549410340709,0.00033542679909676,0.00026051931810258,-0.322854382017743,-0.104241091002129,"RP11-1055B8.7"
"1134",1134,"17",39623639,39624088,450,"*",4,5.33664446320923e-50,0.055907981260492,3.5035825303715e-05,0.0002649688179121,-0.487095439377052,-0.212671334017773,"KRT32"
"1135",1135,"14",99947745,99948289,545,"*",4,6.43452854840109e-34,0.0003866325395286,0.00042384910858326,0.00026729623129008,-0.25555379558897,-0.185020390539463,"CCNK"
"1136",1136,"16",1555082,1555698,617,"*",3,1.48645916869485e-46,0.00696345991121513,3.49882912446349e-05,0.00026797346606446,-0.24149334298885,-0.189363791604025,"TELO2"
"1137",1137,"16",89104209,89104794,586,"*",4,1.63648943318117e-58,0.00441610586293108,3.50492728335506e-05,0.00026875238593154,-0.322226186858286,-0.112714479783469,NA
"1138",1138,"9",74061323,74061514,192,"*",3,2.05804633446709e-29,0.00122933695126386,0.00013338888977603,0.00026911601399101,-0.21251105552826,-0.11234686997291,"TRPM3"
